SalesAmount,TotalProductCost,ProductStandardCost,UnitPriceDiscountPct,ExtendedAmount,UnitPrice,OrderQuantity,SalesTerritoryId,OrderDate,ProductId,SalesOrderLineId,Channel,SalesOrder,CustomerId,ResellerId
3499.18,3538.83,884.71,0,3499.18,874.79,4,6,20170813,316,43898003,,,-1,84
57.68,63.45,31.72,0,57.68,28.84,2,6,20170813,235,43898004,,,-1,84
36.31,39.94,5.71,0,36.31,5.19,7,6,20170813,223,43898005,,,-1,84
874.79,884.71,884.71,0,874.79,874.79,1,6,20170813,315,43898006,,,-1,84
100.93,60.14,12.03,0,100.93,20.19,5,6,20170813,212,43898007,,,-1,84
367.88,362.97,181.49,0,367.88,183.94,2,6,20170813,262,43898008,,,-1,84
121.12,72.17,12.03,0,121.12,20.19,6,6,20170813,220,43898009,,,-1,84
6440.89,6513.88,2171.29,0,6440.89,2146.96,3,6,20170813,314,43898010,,,-1,84
161.49,96.22,12.03,0,161.49,20.19,8,6,20170813,215,43898011,,,-1,84
1258.38,1239.44,413.15,0,1258.38,419.46,3,6,20170813,322,43898012,,,-1,84
300.54,348.97,31.72,0,306.67,27.88,11,6,20170813,232,43898013,,,-1,84
838.92,826.29,413.15,0,838.92,419.46,2,6,20170813,330,43898014,,,-1,84
735.75,725.94,181.49,0,735.75,183.94,4,6,20170813,270,43898015,,,-1,84
1070.69,1056.42,352.14,0,1070.69,356.9,3,6,20170813,275,43898016,,,-1,84
1749.59,1769.42,884.71,0,1749.59,874.79,2,6,20170813,317,43898017,,,-1,84
8747.94,8847.08,884.71,0,8747.94,874.79,10,6,20170813,319,43898018,,,-1,84
86.52,95.17,31.72,0,86.52,28.84,3,6,20170813,229,43898019,,,-1,84
3355.67,3305.17,413.15,0,3355.67,419.46,8,6,20170813,332,43898020,,,-1,84
357.16,352.4,176.2,0,357.16,178.58,2,6,20170813,285,43898021,,,-1,84
367.88,362.97,181.49,0,367.88,183.94,2,6,20170813,264,43898022,,,-1,84
2936.21,2892.02,413.15,0,2936.21,419.46,7,6,20170813,326,43898023,,,-1,84
2097.29,2065.73,413.15,0,2097.29,419.46,5,6,20170813,324,43898024,,,-1,84
892.9,881,176.2,0,892.9,178.58,5,6,20170813,253,43898025,,,-1,84
4293.92,4342.59,2171.29,0,4293.92,2146.96,2,6,20170813,310,43898026,,,-1,84
2516.75,2478.88,413.15,0,2516.75,419.46,6,6,20170813,328,43898027,,,-1,84
1258.38,1239.44,413.15,0,1258.38,419.46,3,6,20170813,334,43898028,,,-1,84
57.68,63.45,31.72,0,57.68,28.84,2,3,20170813,235,43899001,,,-1,364
419.46,413.15,413.15,0,419.46,419.46,1,3,20170813,324,43899002,,,-1,364
838.92,826.29,413.15,0,838.92,419.46,2,3,20170813,332,43899003,,,-1,364
357.16,352.4,176.2,0,357.16,178.58,2,3,20170813,285,43899004,,,-1,364
419.46,413.15,413.15,0,419.46,419.46,1,3,20170813,322,43899005,,,-1,364
1749.59,1769.42,884.71,0,1749.59,874.79,2,3,20170813,316,43899006,,,-1,364
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,3,20170813,314,43899007,,,-1,364
356.9,352.14,352.14,0,356.9,356.9,1,3,20170813,275,43899008,,,-1,364
1749.59,1769.42,884.71,0,1749.59,874.79,2,3,20170813,319,43899009,,,-1,364
838.92,826.29,413.15,0,838.92,419.46,2,3,20170813,342,43899010,,,-1,364
419.46,413.15,413.15,0,419.46,419.46,1,3,20170813,326,43899011,,,-1,364
838.92,826.29,413.15,0,838.92,419.46,2,3,20170813,328,43899012,,,-1,364
1749.59,1769.42,884.71,0,1749.59,874.79,2,3,20170813,315,43899013,,,-1,364
8159.98,7648.62,1912.15,0,8159.98,2039.99,4,5,20170813,344,43900001,,,-1,422
22.8,13.59,3.4,0,22.8,5.7,4,5,20170813,219,43900002,,,-1,422
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,5,20170813,345,43900003,,,-1,422
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,5,20170813,349,43900004,,,-1,422
45.6,27.17,3.4,0,45.6,5.7,8,5,20170813,218,43900005,,,-1,422
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,5,20170813,350,43900006,,,-1,422
6119.98,5736.46,1912.15,0,6119.98,2039.99,3,5,20170813,346,43900007,,,-1,422
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,5,20170814,351,43900008,,,-1,422
6074.98,5694.28,1898.09,0,6074.98,2024.99,3,5,20170814,348,43900009,,,-1,422
6119.98,5736.46,1912.15,0,6119.98,2039.99,3,4,20170814,345,43901001,,,-1,385
6119.98,5736.46,1912.15,0,6119.98,2039.99,3,4,20170814,346,43901002,,,-1,385
20.19,12.03,12.03,0,20.19,20.19,1,4,20170814,220,43901003,,,-1,385
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,4,20170814,344,43901004,,,-1,385
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,4,20170814,349,43901005,,,-1,385
28.5,16.98,3.4,0,28.5,5.7,5,4,20170814,218,43901006,,,-1,385
173.04,190.35,31.72,0,173.04,28.84,6,4,20170814,232,43901007,,,-1,385
60.56,36.08,12.03,0,60.56,20.19,3,4,20170814,215,43901008,,,-1,385
40.37,24.06,12.03,0,40.37,20.19,2,4,20170814,212,43901009,,,-1,385
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,4,20170814,348,43901010,,,-1,385
28.84,31.72,31.72,0,28.84,28.84,1,5,20170814,229,43902001,,,-1,566
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,5,20170814,351,43902002,,,-1,566
6119.98,5736.46,1912.15,0,6119.98,2039.99,3,5,20170814,347,43902003,,,-1,566
818.7,706.81,706.81,0,818.7,818.7,1,5,20170814,292,43902004,,,-1,566
3612.97,3119.2,623.84,0,3612.97,722.59,5,5,20170814,307,43902005,,,-1,566
173.04,190.35,31.72,0,173.04,28.84,6,5,20170814,232,43902006,,,-1,566
6119.98,5736.46,1912.15,0,6119.98,2039.99,3,5,20170816,344,43902007,,,-1,566
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,5,20170816,346,43902008,,,-1,566
12149.96,11388.57,1898.09,0,12149.96,2024.99,6,5,20170816,350,43902009,,,-1,566
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,5,20170816,349,43902010,,,-1,566
6074.98,5694.28,1898.09,0,6074.98,2024.99,3,5,20170816,348,43902011,,,-1,566
40.37,24.06,12.03,0,40.37,20.19,2,5,20170816,220,43902012,,,-1,566
714.7,617.03,617.03,0,714.7,714.7,1,5,20170816,304,43902013,,,-1,566
714.7,617.03,617.03,0,714.7,714.7,1,5,20170816,296,43902014,,,-1,566
10.37,11.41,5.71,0,10.37,5.19,2,5,20170816,223,43902015,,,-1,566
3239.04,2796.37,699.09,0,3239.04,809.76,4,5,20170816,300,43902016,,,-1,566
28.84,31.72,31.72,0,28.84,28.84,1,5,20170816,235,43902017,,,-1,566
20.19,12.03,12.03,0,20.19,20.19,1,5,20170816,215,43902018,,,-1,566
34.2,20.38,3.4,0,34.2,5.7,6,5,20170816,218,43902019,,,-1,566
722.59,623.84,623.84,0,722.59,722.59,1,5,20170816,293,43902020,,,-1,566
20.19,12.03,12.03,0,20.19,20.19,1,5,20170816,212,43903001,,,-1,63
874.79,884.71,884.71,0,874.79,874.79,1,4,20170816,317,43904001,,,-1,255
367.88,362.97,181.49,0,367.88,183.94,2,4,20170816,262,43904002,,,-1,255
356.9,352.14,352.14,0,356.9,356.9,1,4,20170816,275,43904003,,,-1,255
1677.84,1652.59,413.15,0,1677.84,419.46,4,4,20170816,328,43904004,,,-1,255
419.46,413.15,413.15,0,419.46,419.46,1,4,20170816,322,43904005,,,-1,255
874.79,884.71,884.71,0,874.79,874.79,1,4,20170816,316,43904006,,,-1,255
4293.92,4342.59,2171.29,0,4293.92,2146.96,2,4,20170816,314,43904007,,,-1,255
838.92,826.29,413.15,0,838.92,419.46,2,4,20170816,324,43904008,,,-1,255
183.94,181.49,181.49,0,183.94,183.94,1,4,20170816,270,43904009,,,-1,255
178.58,176.2,176.2,0,178.58,178.58,1,4,20170816,285,43904010,,,-1,255
419.46,413.15,413.15,0,419.46,419.46,1,4,20170816,326,43904011,,,-1,255
874.79,884.71,884.71,0,874.79,874.79,1,4,20170816,319,43904012,,,-1,255
2097.29,2065.73,413.15,0,2097.29,419.46,5,5,20170816,342,43905001,,,-1,612
367.88,362.97,181.49,0,367.88,183.94,2,5,20170816,262,43905002,,,-1,612
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,5,20170816,314,43905003,,,-1,612
419.46,413.15,413.15,0,419.46,419.46,1,5,20170816,328,43905004,,,-1,612
419.46,413.15,413.15,0,419.46,419.46,1,5,20170816,332,43905005,,,-1,612
178.58,176.2,176.2,0,178.58,178.58,1,5,20170816,285,43905006,,,-1,612
419.46,413.15,413.15,0,419.46,419.46,1,5,20170816,326,43905007,,,-1,612
1749.59,1769.42,884.71,0,1749.59,874.79,2,5,20170816,319,43905008,,,-1,612
367.88,362.97,181.49,0,367.88,183.94,2,5,20170816,270,43905009,,,-1,612
874.79,884.71,884.71,0,874.79,874.79,1,5,20170816,316,43905010,,,-1,612
838.92,826.29,413.15,0,838.92,419.46,2,5,20170816,324,43905011,,,-1,612
10124.97,9490.47,1898.09,0,10124.97,2024.99,5,4,20170816,348,43906001,,,-1,309
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,4,20170816,350,43906002,,,-1,309
111.15,88.3,3.4,0,123.5,4.75,26,4,20170816,218,43906003,,,-1,309
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,4,20170816,351,43906004,,,-1,309
144.2,158.62,31.72,0,144.2,28.84,5,4,20170816,232,43906005,,,-1,309
86.52,95.17,31.72,0,86.52,28.84,3,4,20170816,229,43906006,,,-1,309
36.31,39.94,5.71,0,36.31,5.19,7,4,20170816,223,43906007,,,-1,309
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,4,20170816,345,43906008,,,-1,309
6119.98,5736.46,1912.15,0,6119.98,2039.99,3,4,20170816,347,43906009,,,-1,309
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,4,20170816,346,43906010,,,-1,309
6074.98,5694.28,1898.09,0,6074.98,2024.99,3,4,20170816,349,43906011,,,-1,309
20.19,12.03,12.03,0,20.19,20.19,1,4,20170816,215,43906012,,,-1,309
40.37,24.06,12.03,0,40.37,20.19,2,4,20170817,220,43906013,,,-1,309
57.68,63.45,31.72,0,57.68,28.84,2,4,20170817,235,43906014,,,-1,309
57.68,63.45,31.72,0,57.68,28.84,2,2,20170817,232,43907001,,,-1,342
838.92,826.29,413.15,0,838.92,419.46,2,2,20170817,330,43907002,,,-1,342
367.88,362.97,181.49,0,367.88,183.94,2,2,20170817,272,43907003,,,-1,342
357.16,352.4,176.2,0,357.16,178.58,2,2,20170817,253,43907004,,,-1,342
419.46,413.15,413.15,0,419.46,419.46,1,2,20170817,332,43907005,,,-1,342
28.84,31.72,31.72,0,28.84,28.84,1,2,20170817,229,43907006,,,-1,342
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,2,20170817,314,43907007,,,-1,342
2097.29,2065.73,413.15,0,2097.29,419.46,5,2,20170817,326,43907008,,,-1,342
40.37,24.06,12.03,0,40.37,20.19,2,2,20170817,212,43907009,,,-1,342
1677.84,1652.59,413.15,0,1677.84,419.46,4,2,20170817,324,43907010,,,-1,342
20.19,12.03,12.03,0,20.19,20.19,1,2,20170817,215,43907011,,,-1,342
1258.38,1239.44,413.15,0,1258.38,419.46,3,2,20170817,322,43907012,,,-1,342
183.94,181.49,181.49,0,183.94,183.94,1,2,20170817,270,43907013,,,-1,342
20.19,12.03,12.03,0,20.19,20.19,1,2,20170817,220,43907014,,,-1,342
1677.84,1652.59,413.15,0,1677.84,419.46,4,2,20170817,328,43907015,,,-1,342
178.58,176.2,176.2,0,178.58,178.58,1,2,20170817,285,43907016,,,-1,342
183.94,181.49,181.49,0,183.94,183.94,1,2,20170817,264,43907017,,,-1,342
1258.38,1239.44,413.15,0,1258.38,419.46,3,2,20170817,342,43907018,,,-1,342
874.79,884.71,884.71,0,874.79,874.79,1,2,20170817,317,43907019,,,-1,342
874.79,884.71,884.71,0,874.79,874.79,1,2,20170817,316,43907020,,,-1,342
86.52,95.17,31.72,0,86.52,28.84,3,2,20170817,235,43907021,,,-1,342
10.37,11.41,5.71,0,10.37,5.19,2,2,20170817,223,43907022,,,-1,342
356.9,352.14,352.14,0,356.9,356.9,1,2,20170817,276,43908001,,,-1,432
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,2,20170817,310,43908002,,,-1,432
57.68,63.45,31.72,0,57.68,28.84,2,2,20170817,232,43908003,,,-1,432
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,20170817,350,43909001,,,-1,326
6074.98,5694.28,1898.09,0,6074.98,2024.99,3,1,20170817,349,43909002,,,-1,326
2144.11,1851.08,617.03,0,2144.11,714.7,3,1,20170817,296,43909003,,,-1,326
818.7,706.81,706.81,0,818.7,818.7,1,1,20170817,292,43909004,,,-1,326
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,1,20170817,347,43909005,,,-1,326
6074.98,5694.28,1898.09,0,6074.98,2024.99,3,1,20170817,351,43909006,,,-1,326
1429.41,1234.06,617.03,0,1429.41,714.7,2,1,20170817,304,43909007,,,-1,326
809.76,699.09,699.09,0,809.76,809.76,1,1,20170817,300,43909008,,,-1,326
11.4,6.79,3.4,0,11.4,5.7,2,1,20170817,218,43909009,,,-1,326
838.92,826.29,413.15,0,838.92,419.46,2,5,20170817,326,43910001,,,-1,45
1677.84,1652.59,413.15,0,1677.84,419.46,4,5,20170817,322,43910002,,,-1,45
3499.18,3538.83,884.71,0,3499.18,874.79,4,5,20170817,319,43910003,,,-1,45
838.92,826.29,413.15,0,838.92,419.46,2,5,20170818,330,43910004,,,-1,45
4293.92,4342.59,2171.29,0,4293.92,2146.96,2,5,20170818,310,43910005,,,-1,45
874.79,884.71,884.71,0,874.79,874.79,1,5,20170818,317,43910006,,,-1,45
356.9,352.14,352.14,0,356.9,356.9,1,5,20170818,276,43910007,,,-1,45
178.58,176.2,176.2,0,178.58,178.58,1,5,20170818,285,43910008,,,-1,45
1258.38,1239.44,413.15,0,1258.38,419.46,3,5,20170818,342,43910009,,,-1,45
419.46,413.15,413.15,0,419.46,419.46,1,5,20170818,334,43910010,,,-1,45
419.46,413.15,413.15,0,419.46,419.46,1,5,20170818,338,43910011,,,-1,45
2097.29,2065.73,413.15,0,2097.29,419.46,5,5,20170818,324,43910012,,,-1,45
356.9,352.14,352.14,0,356.9,356.9,1,5,20170818,275,43910013,,,-1,45
183.94,181.49,181.49,0,183.94,183.94,1,5,20170818,262,43910014,,,-1,45
367.88,362.97,181.49,0,367.88,183.94,2,5,20170818,264,43910015,,,-1,45
1749.59,1769.42,884.71,0,1749.59,874.79,2,5,20170818,315,43910016,,,-1,45
2936.21,2892.02,413.15,0,2936.21,419.46,7,1,20170818,322,43911001,,,-1,433
2624.38,2654.12,884.71,0,2624.38,874.79,3,1,20170818,319,43911002,,,-1,433
714.32,704.8,176.2,0,714.32,178.58,4,1,20170818,285,43911003,,,-1,433
2624.38,2654.12,884.71,0,2624.38,874.79,3,1,20170818,315,43911004,,,-1,433
367.88,362.97,181.49,0,367.88,183.94,2,1,20170818,262,43911005,,,-1,433
57.68,63.45,31.72,0,57.68,28.84,2,1,20170818,232,43911006,,,-1,433
1677.84,1652.59,413.15,0,1677.84,419.46,4,1,20170818,326,43911007,,,-1,433
10.37,11.41,5.71,0,10.37,5.19,2,1,20170818,223,43911008,,,-1,433
1258.38,1239.44,413.15,0,1258.38,419.46,3,1,20170818,328,43911009,,,-1,433
1258.38,1239.44,413.15,0,1258.38,419.46,3,1,20170818,324,43911010,,,-1,433
100.93,60.14,12.03,0,100.93,20.19,5,1,20170818,220,43911011,,,-1,433
4293.92,4342.59,2171.29,0,4293.92,2146.96,2,1,20170818,314,43911012,,,-1,433
419.46,413.15,413.15,0,419.46,419.46,1,1,20170818,332,43911013,,,-1,433
838.92,826.29,413.15,0,838.92,419.46,2,1,20170818,342,43911014,,,-1,433
551.81,544.46,181.49,0,551.81,183.94,3,1,20170818,270,43911015,,,-1,433
874.79,884.71,884.71,0,874.79,874.79,1,4,20170818,317,43912001,,,-1,403
1427.59,1408.56,352.14,0,1427.59,356.9,4,4,20170818,275,43912002,,,-1,403
57.68,63.45,31.72,0,57.68,28.84,2,4,20170818,229,43912003,,,-1,403
419.46,413.15,413.15,0,419.46,419.46,1,4,20170818,322,43912004,,,-1,403
86.52,95.17,31.72,0,86.52,28.84,3,4,20170818,235,43912005,,,-1,403
2097.29,2065.73,413.15,0,2097.29,419.46,5,4,20170818,324,43912006,,,-1,403
367.88,362.97,181.49,0,367.88,183.94,2,4,20170818,262,43912007,,,-1,403
874.79,884.71,884.71,0,874.79,874.79,1,4,20170818,316,43912008,,,-1,403
838.92,826.29,413.15,0,838.92,419.46,2,4,20170818,332,43912009,,,-1,403
183.94,181.49,181.49,0,183.94,183.94,1,4,20170818,270,43912010,,,-1,403
40.37,24.06,12.03,0,40.37,20.19,2,4,20170819,212,43912011,,,-1,403
838.92,826.29,413.15,0,838.92,419.46,2,4,20170819,342,43912012,,,-1,403
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,4,20170819,314,43912013,,,-1,403
20.19,12.03,12.03,0,20.19,20.19,1,4,20170819,215,43912014,,,-1,403
178.58,176.2,176.2,0,178.58,178.58,1,4,20170819,285,43912015,,,-1,403
2624.38,2654.12,884.71,0,2624.38,874.79,3,4,20170819,315,43912016,,,-1,403
8099.98,7592.38,1898.09,0,8099.98,2024.99,4,4,20170819,349,43913001,,,-1,40
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,4,20170819,344,43913002,,,-1,40
28.84,31.72,31.72,0,28.84,28.84,1,4,20170819,232,43913003,,,-1,40
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,4,20170819,345,43913004,,,-1,40
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,4,20170819,351,43913005,,,-1,40
20.19,12.03,12.03,0,20.19,20.19,1,4,20170819,215,43913006,,,-1,40
10124.97,9490.47,1898.09,0,10124.97,2024.99,5,4,20170819,350,43913007,,,-1,40
8099.98,7592.38,1898.09,0,8099.98,2024.99,4,4,20170819,348,43913008,,,-1,40
10.37,11.41,5.71,0,10.37,5.19,2,4,20170819,223,43913009,,,-1,40
100.93,60.14,12.03,0,100.93,20.19,5,4,20170820,212,43913010,,,-1,40
28.5,16.98,3.4,0,28.5,5.7,5,4,20170820,218,43913011,,,-1,40
40.37,24.06,12.03,0,40.37,20.19,2,4,20170820,220,43913012,,,-1,40
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,1,20170820,351,43914001,,,-1,401
22.8,13.59,3.4,0,22.8,5.7,4,1,20170820,218,43914002,,,-1,401
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,20170820,346,43914003,,,-1,401
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,1,20170820,349,43914004,,,-1,401
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,20170820,344,43914005,,,-1,401
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,3,20170820,351,43915001,,,-1,287
10124.97,9490.47,1898.09,0,10124.97,2024.99,5,3,20170820,348,43916001,,,-1,348
86.52,95.17,31.72,0,86.52,28.84,3,3,20170820,229,43916002,,,-1,348
12149.96,11388.57,1898.09,0,12149.96,2024.99,6,3,20170820,349,43916003,,,-1,348
40.37,24.06,12.03,0,40.37,20.19,2,3,20170820,215,43916004,,,-1,348
57.68,63.45,31.72,0,57.68,28.84,2,3,20170820,235,43916005,,,-1,348
6119.98,5736.46,1912.15,0,6119.98,2039.99,3,3,20170820,347,43916006,,,-1,348
809.76,699.09,699.09,0,809.76,809.76,1,3,20170820,300,43916007,,,-1,348
40.37,24.06,12.03,0,40.37,20.19,2,3,20170820,220,43916008,,,-1,348
10.37,11.41,5.71,0,10.37,5.19,2,3,20170820,223,43916009,,,-1,348
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,3,20170820,346,43916010,,,-1,348
40.37,24.06,12.03,0,40.37,20.19,2,3,20170820,212,43916011,,,-1,348
1637.4,1413.62,706.81,0,1637.4,818.7,2,3,20170820,292,43916012,,,-1,348
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,3,20170820,345,43916013,,,-1,348
173.04,190.35,31.72,0,173.04,28.84,6,3,20170820,232,43916014,,,-1,348
1258.38,1239.44,413.15,0,1258.38,419.46,3,1,20170820,332,43917001,,,-1,218
1258.38,1239.44,413.15,0,1258.38,419.46,3,1,20170820,328,43917002,,,-1,218
4293.92,4342.59,2171.29,0,4293.92,2146.96,2,1,20170820,314,43917003,,,-1,218
357.16,352.4,176.2,0,357.16,178.58,2,1,20170820,285,43917004,,,-1,218
551.81,544.46,181.49,0,551.81,183.94,3,1,20170820,270,43917005,,,-1,218
60.56,36.08,12.03,0,60.56,20.19,3,1,20170820,220,43917006,,,-1,218
20.75,22.82,5.71,0,20.75,5.19,4,1,20170820,223,43917007,,,-1,218
4373.97,4423.54,884.71,0,4373.97,874.79,5,1,20170821,315,43917008,,,-1,218
419.46,413.15,413.15,0,419.46,419.46,1,1,20170821,324,43917009,,,-1,218
1258.38,1239.44,413.15,0,1258.38,419.46,3,1,20170821,326,43917010,,,-1,218
6123.56,6192.96,884.71,0,6123.56,874.79,7,1,20170821,319,43917011,,,-1,218
173.04,190.35,31.72,0,173.04,28.84,6,1,20170821,232,43917012,,,-1,218
367.88,362.97,181.49,0,367.88,183.94,2,1,20170821,262,43917013,,,-1,218
838.92,826.29,413.15,0,838.92,419.46,2,1,20170821,342,43917014,,,-1,218
419.46,413.15,413.15,0,419.46,419.46,1,2,20170821,326,44074001,,,-1,216
5.19,5.71,5.71,0,5.19,5.19,1,2,20170821,223,44074002,,,-1,216
419.46,413.15,413.15,0,419.46,419.46,1,2,20170821,342,44074003,,,-1,216
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,20170821,346,44075001,,,-1,92
8159.98,7648.62,1912.15,0,8159.98,2039.99,4,1,20170821,344,44075002,,,-1,92
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,1,20170821,350,44075003,,,-1,92
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,20170821,351,44075004,,,-1,92
11.4,6.79,3.4,0,11.4,5.7,2,1,20170821,218,44075005,,,-1,92
5.7,3.4,3.4,0,5.7,5.7,1,1,20170822,219,44075006,,,-1,92
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,20170822,348,44075007,,,-1,92
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,1,20170822,345,44075008,,,-1,92
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,1,20170822,349,44075009,,,-1,92
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,3,20170822,344,44076001,,,-1,562
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,3,20170823,345,44076002,,,-1,562
874.79,884.71,884.71,0,874.79,874.79,1,6,20170823,319,44077001,,,-1,173
838.92,826.29,413.15,0,838.92,419.46,2,6,20170823,342,44077002,,,-1,173
28.84,31.72,31.72,0,28.84,28.84,1,6,20170823,232,44077003,,,-1,173
40.37,24.06,12.03,0,40.37,20.19,2,6,20170823,215,44077004,,,-1,173
838.92,826.29,413.15,0,838.92,419.46,2,6,20170823,322,44077005,,,-1,173
2624.38,2654.12,884.71,0,2624.38,874.79,3,6,20170823,315,44077006,,,-1,173
838.92,826.29,413.15,0,838.92,419.46,2,6,20170823,326,44077007,,,-1,173
20.19,12.03,12.03,0,20.19,20.19,1,6,20170823,212,44077008,,,-1,173
722.59,623.84,623.84,0,722.59,722.59,1,1,20170823,293,44078001,,,-1,272
1429.41,1234.06,617.03,0,1429.41,714.7,2,1,20170823,296,44078002,,,-1,272
714.7,617.03,617.03,0,714.7,714.7,1,1,20170823,304,44078003,,,-1,272
6074.98,5694.28,1898.09,0,6074.98,2024.99,3,1,20170823,350,44078004,,,-1,272
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,1,20170823,345,44078005,,,-1,272
10124.97,9490.47,1898.09,0,10124.97,2024.99,5,1,20170823,351,44078006,,,-1,272
818.7,706.81,706.81,0,818.7,818.7,1,1,20170823,292,44078007,,,-1,272
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,1,20170823,344,44078008,,,-1,272
1749.59,1769.42,884.71,0,1749.59,874.79,2,3,20170823,315,44079001,,,-1,57
1749.59,1769.42,884.71,0,1749.59,874.79,2,3,20170823,317,44079002,,,-1,57
838.92,826.29,413.15,0,838.92,419.46,2,3,20170823,342,44079003,,,-1,57
838.92,826.29,413.15,0,838.92,419.46,2,3,20170823,338,44079004,,,-1,57
80.75,48.11,12.03,0,80.75,20.19,4,3,20170823,212,44079005,,,-1,57
551.81,544.46,181.49,0,551.81,183.94,3,3,20170823,270,44079006,,,-1,57
2624.38,2654.12,884.71,0,2624.38,874.79,3,3,20170823,316,44079007,,,-1,57
1677.84,1652.59,413.15,0,1677.84,419.46,4,3,20170823,328,44079008,,,-1,57
40.37,24.06,12.03,0,40.37,20.19,2,3,20170823,215,44079009,,,-1,57
1677.84,1652.59,413.15,0,1677.84,419.46,4,3,20170823,324,44079010,,,-1,57
4293.92,4342.59,2171.29,0,4293.92,2146.96,2,3,20170823,314,44079011,,,-1,57
356.9,352.14,352.14,0,356.9,356.9,1,3,20170823,275,44079012,,,-1,57
144.2,158.62,31.72,0,144.2,28.84,5,3,20170823,229,44079013,,,-1,57
20.75,22.82,5.71,0,20.75,5.19,4,3,20170823,223,44079014,,,-1,57
183.94,181.49,181.49,0,183.94,183.94,1,3,20170823,262,44079015,,,-1,57
1677.84,1652.59,413.15,0,1677.84,419.46,4,3,20170823,332,44079016,,,-1,57
178.58,176.2,176.2,0,178.58,178.58,1,3,20170823,253,44079017,,,-1,57
57.68,63.45,31.72,0,57.68,28.84,2,3,20170823,235,44079018,,,-1,57
178.58,176.2,176.2,0,178.58,178.58,1,3,20170823,285,44079019,,,-1,57
2097.29,2065.73,413.15,0,2097.29,419.46,5,3,20170823,326,44079020,,,-1,57
183.94,181.49,181.49,0,183.94,183.94,1,3,20170823,272,44079021,,,-1,57
551.81,544.46,181.49,0,551.81,183.94,3,3,20170823,264,44079022,,,-1,57
60.56,36.08,12.03,0,60.56,20.19,3,3,20170823,220,44079023,,,-1,57
2097.29,2065.73,413.15,0,2097.29,419.46,5,3,20170823,322,44079024,,,-1,57
115.36,126.9,31.72,0,115.36,28.84,4,3,20170823,232,44079025,,,-1,57
838.92,826.29,413.15,0,838.92,419.46,2,3,20170823,334,44079026,,,-1,57
838.92,826.29,413.15,0,838.92,419.46,2,3,20170823,330,44079027,,,-1,57
11.4,6.79,3.4,0,11.4,5.7,2,4,20170823,218,44080001,,,-1,439
722.59,623.84,623.84,0,722.59,722.59,1,6,20170823,307,44081001,,,-1,118
57.68,63.45,31.72,0,57.68,28.84,2,6,20170823,232,44081002,,,-1,118
10124.97,9490.47,1898.09,0,10124.97,2024.99,5,6,20170823,348,44081003,,,-1,118
80.75,48.11,12.03,0,80.75,20.19,4,6,20170823,215,44081004,,,-1,118
714.7,617.03,617.03,0,714.7,714.7,1,6,20170823,296,44081005,,,-1,118
28.84,31.72,31.72,0,28.84,28.84,1,6,20170823,235,44081006,,,-1,118
11.4,6.79,3.4,0,11.4,5.7,2,6,20170823,218,44081007,,,-1,118
57.68,63.45,31.72,0,57.68,28.84,2,6,20170823,229,44081008,,,-1,118
1637.4,1413.62,706.81,0,1637.4,818.7,2,6,20170823,292,44081009,,,-1,118
